PARAJE;MES;TMED;TMAX;TMIN;HRMED;HRMAX;HRMIN;PREC;RADMED;VVMED;VVMAX;DVMED;ETO;FECHA
La Basca;Diciembre;9.41;16.21;4.26;75.57;90.4;50.12;0.18;96.6;0.82;3.67;215.73;0.93;13/12/2025
La Basca;Diciembre;10.11;16.24;5.51;77.79;88.71;57.61;2.09;84.19;0.72;3.39;206.34;0.87;14/12/2025
La Basca;Diciembre;10.3;16.18;5.21;71.3;89.01;45.27;0.56;92.61;0.83;3.56;250.61;0.94;15/12/2025
La Basca;Diciembre;10.24;15.58;5.93;66.89;82.99;48.47;0.22;73.18;1.06;4.46;225.92;1.09;16/12/2025
La Basca;Diciembre;10.44;16.27;5.4;66.51;82.34;44.2;0.27;87.14;0.87;3.77;231.94;1.07;17/12/2025
La Basca;Diciembre;10.59;16.56;5.56;69.36;85.49;47.37;4.26;79.47;1.0;4.12;218.36;1.03;18/12/2025
La Basca;Diciembre;10.74;16.66;6.21;73.44;87.79;51.6;11.82;79.93;1.0;4.06;187.79;0.97;19/12/2025
La Basca;Diciembre;10.36;16.74;6.0;71.7;85.44;46.07;3.48;91.79;0.96;4.13;224.5;1.07;20/12/2025
La Basca;Diciembre;10.49;16.65;6.08;75.66;89.61;52.25;0.2;89.05;0.78;3.48;219.14;0.94;21/12/2025
La Basca;Diciembre;10.35;17.8;4.99;75.24;89.3;50.6;0.08;97.69;0.78;3.7;224.21;0.96;22/12/2025
La Basca;Diciembre;10.05;16.69;4.62;76.58;91.51;54.32;0.08;88.39;0.8;3.95;220.1;0.88;23/12/2025
La Basca;Diciembre;9.78;15.94;5.51;75.19;86.78;52.75;0.08;90.76;0.84;3.66;227.15;0.92;24/12/2025
La Basca;Diciembre;9.21;16.11;4.4;74.9;87.88;47.71;1.79;89.61;0.79;3.79;240.91;0.95;25/12/2025
La Basca;Diciembre;8.66;15.9;3.0;70.62;89.42;43.58;0.22;101.61;0.81;4.34;244.5;0.96;26/12/2025
La Basca;Diciembre;9.84;16.98;4.32;70.2;86.48;44.74;0.02;102.66;1.02;4.65;202.91;1.1;27/12/2025
La Basca;Diciembre;10.48;17.18;5.54;69.71;84.22;48.88;0.02;92.31;0.96;4.91;244.84;1.1;28/12/2025
La Basca;Diciembre;10.42;16.15;5.38;68.54;85.26;48.46;0.05;91.91;0.95;4.11;226.42;1.08;29/12/2025
La Basca;Diciembre;9.71;16.6;4.5;69.18;86.65;43.76;0.0;100.6;0.95;4.06;221.94;1.1;30/12/2025
La Basca;Diciembre;9.95;15.98;4.39;69.42;87.28;49.55;0.68;79.08;0.92;4.42;222.85;1.05;31/12/2025
La Calavera;Enero;6.32;16.62;-0.9;76.46;90.01;47.74;0.0;126.88;0.66;4.31;161.12;0.89;01/01/2025
La Calavera;Enero;8.36;15.46;2.11;73.91;89.44;44.86;0.0;86.72;0.92;4.18;136.78;1.06;02/01/2025
La Calavera;Enero;6.92;14.68;0.35;79.22;90.8;55.18;0.0;100.16;0.84;4.73;232.61;0.88;03/01/2025
La Calavera;Enero;7.07;14.08;0.84;78.59;90.28;48.36;0.0;108.24;1.02;4.96;273.46;1.0;04/01/2025
La Calavera;Enero;5.83;15.87;-0.39;75.54;89.98;35.84;0.0;129.94;0.77;3.66;235.25;1.0;05/01/2025
La Calavera;Enero;5.92;16.38;-1.33;68.1;89.73;30.98;0.0;131.71;1.0;5.83;100.4;1.28;06/01/2025
La Calavera;Enero;6.14;15.88;-0.6;66.84;87.76;32.96;0.0;130.88;0.95;5.2;91.34;1.19;07/01/2025
La Calavera;Enero;5.85;15.36;-1.45;73.59;89.7;38.81;0.0;129.44;0.84;4.81;153.66;1.04;08/01/2025
La Calavera;Enero;8.28;16.74;1.28;68.16;89.28;36.28;0.0;123.96;1.21;6.43;228.8;1.38;09/01/2025
La Calavera;Enero;9.0;14.07;0.34;50.82;81.95;30.73;0.0;110.52;2.76;10.56;185.4;2.03;10/01/2025
La Calavera;Enero;6.64;13.56;-0.49;55.26;82.97;27.58;0.0;134.88;1.88;7.09;192.97;1.66;11/01/2025
La Calavera;Enero;4.93;15.3;-2.26;60.72;84.06;23.3;0.0;136.5;0.96;5.59;258.83;1.28;12/01/2025
La Calavera;Enero;4.96;15.76;-3.08;68.16;85.62;34.62;0.0;135.68;1.02;5.64;217.52;1.21;13/01/2025
La Calavera;Enero;7.51;18.92;-0.02;62.64;84.24;26.1;0.0;135.78;1.13;6.24;130.6;1.66;14/01/2025
La Calavera;Enero;6.76;16.62;-0.94;69.25;85.95;37.52;0.0;126.38;1.25;5.65;190.74;1.46;15/01/2025
La Calavera;Enero;7.22;16.6;-0.42;72.17;88.84;42.59;0.0;131.69;1.1;5.46;202.07;1.33;16/01/2025
La Calavera;Enero;8.38;16.78;1.62;67.03;87.76;35.26;0.0;112.61;1.3;6.87;9.4;1.52;17/01/2025
La Calavera;Enero;8.24;14.22;2.76;70.15;85.25;47.14;0.25;88.42;1.48;6.1;207.29;1.27;18/01/2025
La Calavera;Enero;8.2;14.13;2.66;66.85;85.02;38.5;8.75;125.84;2.92;11.24;262.48;1.9;19/01/2025
La Calavera;Enero;8.43;10.88;4.66;73.26;89.94;52.84;13.3;49.32;3.81;13.06;176.4;1.44;20/01/2025
La Calavera;Enero;9.7;12.57;7.74;60.08;69.26;49.17;17.65;98.03;2.91;10.55;182.08;1.98;21/01/2025
La Calavera;Enero;8.76;13.01;3.54;62.37;76.93;45.82;0.05;86.43;1.82;7.76;129.15;1.52;22/01/2025
La Calavera;Enero;11.65;17.36;5.93;62.46;76.38;44.18;0.0;129.65;2.7;8.37;141.7;2.55;23/01/2025
La Calavera;Enero;13.04;15.92;8.51;61.94;74.91;51.03;0.0;89.42;2.48;10.35;171.81;2.1;24/01/2025
La Calavera;Enero;12.48;16.87;8.02;63.33;75.18;49.98;1.1;108.96;1.61;8.45;319.51;1.83;25/01/2025
La Calavera;Enero;10.89;17.29;4.05;62.98;85.69;37.0;0.1;138.93;1.48;7.47;213.26;1.76;26/01/2025
La Calavera;Enero;8.64;17.36;0.39;65.61;89.05;36.61;0.0;149.5;1.5;7.94;122.34;1.86;27/01/2025
La Calavera;Enero;10.35;18.56;1.84;60.98;81.85;35.74;0.0;143.12;1.41;8.2;216.96;1.94;28/01/2025
La Calavera;Enero;11.8;18.77;5.88;61.86;76.27;38.44;0.0;112.8;1.82;8.46;243.26;2.17;29/01/2025
La Calavera;Enero;12.2;18.82;5.63;58.96;78.44;30.18;0.0;133.09;1.44;7.25;250.9;1.98;30/01/2025
La Calavera;Enero;14.22;20.86;9.02;56.84;72.39;35.43;0.0;115.44;2.16;9.34;109.9;2.7;31/01/2025
La Calavera;Febrero;14.64;20.86;9.09;57.62;80.78;33.9;0.0;141.95;2.92;12.45;287.67;3.0;01/02/2025
La Calavera;Febrero;12.28;18.04;8.27;52.08;68.43;31.85;0.0;142.38;2.65;10.15;253.06;2.78;02/02/2025
La Calavera;Febrero;11.62;18.4;7.52;47.0;60.32;24.12;0.0;165.36;2.51;10.12;286.01;2.99;03/02/2025
La Calavera;Febrero;11.33;21.07;2.6;50.16;81.33;19.48;0.0;170.16;1.45;8.04;242.74;2.42;04/02/2025
La Calavera;Febrero;10.14;18.13;2.98;64.42;83.0;32.28;0.1;108.56;1.5;6.76;142.23;1.91;05/02/2025
La Calavera;Febrero;10.09;17.43;4.44;67.0;82.82;40.25;0.0;148.8;1.27;6.24;137.06;1.86;06/02/2025
La Calavera;Febrero;9.71;18.24;2.72;67.52;85.08;41.2;0.0;143.9;1.08;6.71;200.67;1.83;07/02/2025
La Calavera;Febrero;9.09;17.81;1.61;75.04;89.55;44.49;0.0;137.9;0.94;5.43;176.11;1.58;08/02/2025
La Calavera;Febrero;10.11;19.67;2.78;69.3;88.44;32.26;0.0;171.47;1.43;7.24;200.97;2.2;09/02/2025
La Calavera;Febrero;10.28;19.8;1.62;65.34;86.5;36.22;0.0;162.21;1.62;7.63;122.55;2.29;10/02/2025
La Calavera;Febrero;12.24;21.69;4.56;67.36;84.71;34.94;0.0;154.74;1.45;7.06;153.74;2.31;11/02/2025
La Calavera;Febrero;11.56;17.34;6.02;73.91;89.68;47.94;0.0;130.79;1.34;6.62;144.01;1.76;12/02/2025
La Calavera;Febrero;9.39;17.58;2.8;76.54;90.79;46.67;0.0;160.66;1.06;7.0;130.58;1.72;13/02/2025
La Calavera;Febrero;11.21;18.06;6.07;68.13;87.82;41.55;0.0;160.78;1.48;6.16;130.23;2.06;14/02/2025
La Calavera;Febrero;10.09;16.95;4.27;76.41;88.5;51.0;0.0;166.55;1.36;6.36;109.75;1.85;15/02/2025
La Calavera;Febrero;10.11;16.31;3.72;78.0;90.68;55.38;0.05;171.3;1.64;6.99;120.37;1.91;16/02/2025
La Calavera;Febrero;10.5;19.2;2.82;72.12;89.88;40.1;0.05;153.88;1.64;7.24;90.31;2.25;17/02/2025
La Calavera;Febrero;10.82;15.87;6.7;81.89;91.9;53.97;0.85;85.74;1.76;7.1;31.39;1.6;18/02/2025
La Calavera;Febrero;10.92;16.34;5.08;77.47;91.46;46.16;0.05;139.4;1.46;6.44;53.7;1.87;19/02/2025
La Calavera;Febrero;9.26;16.46;3.06;74.93;89.38;44.76;0.05;178.2;1.18;5.71;176.58;1.93;20/02/2025
La Calavera;Febrero;8.74;16.49;1.97;74.08;89.78;43.32;0.0;182.86;0.98;5.15;128.59;1.86;21/02/2025
La Calavera;Febrero;8.99;19.45;0.65;69.78;88.9;32.68;0.0;204.06;1.16;5.37;201.43;2.32;22/02/2025
La Calavera;Febrero;10.92;22.64;1.2;55.0;88.57;17.86;0.0;207.72;1.37;6.94;97.8;3.01;23/02/2025
La Calavera;Febrero;9.98;19.12;1.94;64.2;87.33;34.46;0.0;204.68;1.32;6.8;184.22;2.41;24/02/2025
La Calavera;Febrero;10.98;22.24;0.82;60.88;88.99;18.66;0.0;201.23;1.23;7.29;206.22;2.81;25/02/2025
La Calavera;Febrero;11.42;21.66;2.82;54.45;84.48;19.94;0.0;209.82;1.4;7.86;123.34;2.96;26/02/2025
La Calavera;Febrero;10.24;20.92;1.68;58.26;82.36;25.03;0.0;213.94;1.36;7.2;190.4;2.83;27/02/2025
La Calavera;Febrero;13.52;24.35;4.55;46.46;81.36;17.12;0.0;206.61;1.66;7.5;210.88;3.55;28/02/2025
La Calavera;Marzo;10.92;20.94;1.5;53.12;73.19;24.76;0.0;181.47;1.27;6.17;164.4;2.7;01/03/2025
La Calavera;Marzo;15.7;22.08;10.2;48.52;68.66;27.1;0.1;159.25;2.45;8.82;205.58;3.69;02/03/2025
La Calavera;Marzo;15.42;23.98;7.33;46.28;67.34;16.8;0.0;212.78;3.3;13.18;218.5;4.97;03/03/2025
La Calavera;Marzo;13.64;22.72;3.52;50.89;74.35;28.38;0.0;201.07;2.3;9.56;186.82;3.63;04/03/2025
La Calavera;Marzo;15.2;22.46;8.05;56.94;78.46;35.11;0.0;179.54;2.18;8.79;204.22;3.38;05/03/2025
La Calavera;Marzo;15.36;23.63;6.26;56.94;88.78;27.24;0.0;178.82;2.37;12.08;235.44;3.7;06/03/2025
La Calavera;Marzo;13.4;18.76;7.33;38.9;61.18;23.76;0.0;196.77;2.58;9.79;244.71;3.73;07/03/2025
La Calavera;Marzo;12.4;19.58;5.48;42.12;70.3;24.46;0.0;224.14;2.22;9.75;12.04;3.56;08/03/2025
La Calavera;Marzo;12.0;21.1;3.17;56.0;78.0;24.65;0.0;236.49;1.76;8.1;179.18;3.44;09/03/2025
La Calavera;Marzo;14.16;23.09;5.78;48.46;79.13;24.24;0.0;228.27;2.12;8.91;103.69;3.9;10/03/2025
La Calavera;Marzo;14.26;21.7;6.86;50.64;75.67;28.23;0.0;230.48;2.8;9.37;84.33;4.13;11/03/2025
La Calavera;Marzo;13.38;24.44;3.92;62.58;86.31;27.22;0.0;239.76;1.65;8.69;174.32;3.6;12/03/2025
La Calavera;Marzo;14.5;24.84;5.72;58.26;86.12;22.51;0.0;221.37;1.7;8.87;99.12;3.69;13/03/2025
La Calavera;Marzo;12.52;20.88;4.42;58.18;83.42;27.26;0.0;217.47;1.7;8.6;158.92;3.3;14/03/2025
La Calavera;Marzo;13.8;22.44;4.93;56.36;84.14;27.96;0.0;245.48;1.6;6.85;179.31;3.6;15/03/2025
La Calavera;Marzo;13.6;22.3;5.16;57.52;78.03;30.57;0.05;233.58;1.58;7.71;157.61;3.48;16/03/2025
La Calavera;Marzo;12.78;21.37;5.0;58.34;78.6;34.24;0.85;168.16;2.12;9.3;112.02;3.12;17/03/2025
La Calavera;Marzo;12.68;15.46;9.59;65.94;78.94;43.25;0.9;74.69;2.73;7.64;38.56;2.36;18/03/2025
La Calavera;Marzo;13.24;18.16;9.32;61.1;81.01;34.32;0.0;182.54;2.59;9.24;39.82;3.32;19/03/2025
La Calavera;Marzo;11.82;15.84;7.91;63.06;79.99;42.04;0.0;135.53;2.61;8.72;43.18;2.7;20/03/2025
La Calavera;Marzo;11.48;16.05;6.14;61.48;82.4;38.48;0.0;139.85;2.37;8.36;35.32;2.66;21/03/2025
La Calavera;Marzo;11.0;16.86;5.18;67.6;83.79;45.11;7.85;141.4;1.57;8.29;40.49;2.33;22/03/2025
La Calavera;Marzo;10.68;13.52;7.49;76.69;88.67;64.87;3.55;62.78;0.78;4.24;187.66;1.25;23/03/2025
La Calavera;Marzo;11.6;16.77;5.62;75.3;91.02;55.45;6.95;138.88;2.04;8.13;30.33;2.35;24/03/2025
La Calavera;Marzo;12.19;17.2;7.65;69.04;80.76;49.46;27.6;135.76;2.94;10.79;41.8;2.62;25/03/2025
La Calavera;Marzo;10.94;16.9;5.54;64.88;82.62;43.43;1.55;196.04;2.5;9.18;79.81;3.08;26/03/2025
La Calavera;Marzo;11.28;18.05;4.72;63.01;84.58;30.28;0.5;216.48;2.6;9.0;61.12;3.55;27/03/2025
La Calavera;Marzo;9.75;14.6;4.35;64.89;83.06;42.48;2.65;163.24;1.96;8.29;66.96;2.57;28/03/2025
La Calavera;Marzo;9.97;16.25;4.0;67.94;86.95;39.39;0.55;176.71;1.74;6.98;42.38;2.66;29/03/2025
La Calavera;Marzo;11.3;18.76;4.26;67.2;87.26;38.42;0.0;245.0;1.94;8.14;128.95;3.36;30/03/2025
La Calavera;Marzo;11.5;15.64;7.72;81.97;90.52;62.98;3.45;111.22;1.92;7.2;70.4;1.93;31/03/2025
La Calavera;Abril;14.09;17.77;11.79;79.86;90.33;61.5;0.7;142.55;1.68;8.23;154.41;2.28;01/04/2025
La Calavera;Abril;14.22;19.85;9.41;77.51;92.52;51.6;2.95;220.26;1.6;7.38;193.34;3.07;02/04/2025
La Calavera;Abril;12.72;19.24;5.77;71.82;90.28;39.14;0.0;245.19;1.92;8.64;212.03;3.55;03/04/2025
La Calavera;Abril;12.92;17.78;7.41;62.46;89.64;35.59;0.0;245.84;2.35;8.36;162.5;3.58;04/04/2025
La Calavera;Abril;11.97;17.92;5.9;66.94;88.48;43.0;0.15;218.72;2.16;10.92;152.85;3.24;05/04/2025
La Calavera;Abril;12.52;18.02;6.11;60.46;81.77;40.58;0.1;222.36;2.31;9.53;172.52;3.51;06/04/2025
La Calavera;Abril;13.32;18.76;7.4;61.07;75.26;40.34;0.0;191.44;1.95;8.84;196.62;3.41;07/04/2025
La Calavera;Abril;15.14;21.21;9.49;62.18;82.01;38.1;0.0;208.09;1.84;8.02;166.63;3.64;08/04/2025
La Calavera;Abril;14.68;20.6;8.63;53.38;75.23;32.62;0.0;266.1;2.36;8.99;158.09;4.4;09/04/2025
La Calavera;Abril;14.3;18.96;9.03;53.58;73.9;32.8;0.1;184.44;2.4;8.7;160.58;3.7;10/04/2025
La Calavera;Abril;14.88;21.09;9.41;47.04;71.76;21.52;0.1;262.38;1.96;8.48;70.83;4.4;11/04/2025
La Calavera;Abril;14.22;21.56;5.46;50.31;75.9;24.3;0.0;295.36;1.94;9.78;120.3;4.52;12/04/2025
La Calavera;Abril;14.14;21.12;7.17;55.39;82.08;28.3;0.55;210.42;1.99;9.06;92.33;3.84;13/04/2025
La Calavera;Abril;15.4;23.01;8.25;64.98;81.62;40.64;1.5;257.76;1.9;8.93;156.4;4.28;14/04/2025
La Calavera;Abril;15.78;20.7;11.95;71.84;85.39;56.1;7.8;161.65;1.63;6.89;102.96;3.0;15/04/2025
La Calavera;Abril;15.72;21.74;10.43;72.12;88.44;44.73;4.7;216.98;2.1;9.1;99.8;3.76;16/04/2025
La Calavera;Abril;15.9;20.85;12.86;73.1;87.61;50.28;0.0;202.52;2.08;7.54;87.16;3.48;17/04/2025
La Calavera;Abril;15.08;18.64;11.4;73.4;91.06;54.3;0.8;110.4;1.72;7.36;60.21;2.3;18/04/2025
La Calavera;Abril;14.22;16.6;11.66;84.79;91.76;69.95;7.6;75.87;1.53;7.12;27.58;1.59;19/04/2025
La Calavera;Abril;14.67;18.18;11.41;84.5;92.28;65.72;27.5;98.19;2.3;11.89;121.98;1.99;20/04/2025
La Calavera;Abril;15.02;19.33;11.33;63.43;86.49;46.08;2.3;137.34;2.84;9.19;351.81;3.04;21/04/2025
La Calavera;Abril;14.62;18.53;10.01;63.89;86.22;44.38;0.85;150.58;1.99;7.93;34.72;2.9;22/04/2025
La Calavera;Abril;15.74;20.43;11.38;61.45;88.06;41.0;0.35;177.39;2.52;10.0;119.34;3.54;23/04/2025
La Calavera;Abril;14.36;20.14;8.79;68.1;89.93;45.26;0.0;299.12;2.38;8.75;150.76;4.19;24/04/2025
La Calavera;Abril;15.3;21.26;9.26;66.32;90.44;38.28;0.0;196.52;1.96;11.06;140.34;3.6;25/04/2025
La Calavera;Abril;13.8;17.85;8.86;72.66;88.2;55.76;7.55;188.56;1.48;6.22;93.33;2.89;26/04/2025
La Calavera;Abril;15.84;22.74;8.18;64.68;85.39;37.08;0.05;296.83;1.65;7.31;157.12;4.43;27/04/2025
La Calavera;Abril;15.88;22.36;8.76;63.37;89.76;39.8;0.0;290.86;1.73;7.91;171.45;4.32;28/04/2025
La Calavera;Abril;14.82;21.64;7.28;67.93;88.21;40.61;0.0;268.86;1.62;7.3;141.07;3.98;29/04/2025
La Calavera;Abril;15.4;22.26;8.12;69.56;90.19;38.08;0.0;320.12;1.96;9.02;170.48;4.65;30/04/2025
La Calavera;Mayo;16.93;23.15;10.11;61.32;89.15;34.55;0.0;308.85;1.87;7.94;94.47;4.76;01/05/2025
La Calavera;Mayo;17.82;23.98;11.62;56.46;84.33;36.76;0.0;296.16;2.4;8.31;112.99;5.05;02/05/2025
La Calavera;Mayo;18.19;25.04;11.75;61.88;85.55;33.97;0.5;309.16;1.94;9.1;149.74;5.08;03/05/2025
La Calavera;Mayo;18.14;25.52;9.76;63.75;89.42;31.82;0.0;338.46;1.89;8.16;167.8;5.26;04/05/2025
La Calavera;Mayo;18.34;25.72;9.91;61.12;89.14;33.8;0.0;327.04;2.08;8.62;149.89;5.16;05/05/2025
La Calavera;Mayo;18.84;25.8;11.73;64.34;86.15;41.6;0.0;322.18;1.71;7.26;171.67;5.04;06/05/2025
La Calavera;Mayo;19.4;26.34;12.98;64.53;89.08;35.83;0.0;305.14;1.92;8.84;138.73;5.2;07/05/2025
La Calavera;Mayo;21.14;27.49;13.46;53.81;88.14;25.06;0.0;289.78;2.34;9.48;105.37;5.72;08/05/2025
La Calavera;Mayo;21.44;26.38;15.16;53.82;80.54;36.16;0.0;317.14;2.52;8.56;151.7;5.77;09/05/2025
La Calavera;Mayo;20.13;26.22;13.83;63.88;85.76;44.1;0.0;309.54;2.01;8.99;156.15;5.26;10/05/2025
La Calavera;Mayo;21.26;27.68;15.4;47.47;79.96;22.3;0.0;304.14;3.04;10.72;161.0;6.57;11/05/2025
La Calavera;Mayo;19.7;25.49;13.54;53.32;81.5;32.27;0.0;334.83;2.62;9.6;162.74;5.91;12/05/2025
La Calavera;Mayo;17.72;23.47;11.04;57.34;81.22;37.32;0.0;256.34;2.01;8.64;98.71;4.5;13/05/2025
La Calavera;Mayo;16.42;23.5;6.81;54.98;85.38;26.4;0.0;354.62;2.12;9.59;168.06;5.5;14/05/2025
La Calavera;Mayo;17.8;25.24;10.74;60.54;83.54;31.94;6.05;288.58;2.35;7.8;151.84;5.31;15/05/2025
La Calavera;Mayo;17.44;21.99;13.26;66.7;87.04;40.61;0.1;227.11;2.16;7.41;88.24;4.2;16/05/2025
La Calavera;Mayo;17.92;22.92;11.38;53.94;88.22;29.62;0.0;230.4;2.03;9.29;271.9;4.42;17/05/2025
La Calavera;Mayo;16.59;22.77;9.28;57.0;85.44;31.7;0.0;219.01;1.5;7.89;150.72;3.92;18/05/2025
La Calavera;Mayo;18.12;25.33;11.05;52.07;82.4;25.7;0.0;341.66;2.04;9.18;160.45;5.73;19/05/2025
La Calavera;Mayo;18.83;27.08;9.06;54.3;81.04;22.25;0.0;309.46;1.84;8.9;160.44;5.61;20/05/2025
La Calavera;Mayo;20.04;27.58;12.93;63.1;86.32;35.04;0.8;255.74;1.55;7.7;153.02;4.81;21/05/2025
La Calavera;Mayo;20.64;28.78;12.08;58.2;87.74;25.71;0.05;350.42;2.0;8.77;137.88;6.24;22/05/2025
La Calavera;Mayo;21.26;30.06;11.7;49.2;84.66;22.59;0.0;339.36;1.9;8.44;168.86;6.32;23/05/2025
La Calavera;Mayo;20.19;28.62;12.04;49.89;79.63;24.62;1.0;285.3;1.96;8.6;109.3;5.64;24/05/2025
La Calavera;Mayo;19.98;25.54;13.84;53.78;77.8;32.46;0.0;300.03;2.21;9.12;50.82;5.53;25/05/2025
La Calavera;Mayo;19.66;26.29;11.61;53.24;84.12;27.85;0.0;326.68;2.38;9.72;98.34;5.82;26/05/2025
La Calavera;Mayo;20.35;27.98;12.17;56.42;81.12;31.04;0.2;343.53;2.33;9.52;95.62;6.24;27/05/2025
La Calavera;Mayo;21.88;28.02;15.93;56.64;81.08;29.92;0.0;347.62;3.04;9.38;55.28;6.8;28/05/2025
La Calavera;Mayo;19.92;25.01;14.98;50.83;79.28;29.15;0.05;296.02;2.68;10.12;70.12;5.74;29/05/2025
La Calavera;Mayo;19.62;26.78;11.84;47.16;71.69;25.69;0.0;358.43;1.91;8.71;97.0;6.14;30/05/2025
La Calavera;Mayo;19.24;27.24;9.79;46.26;76.91;24.86;0.0;359.72;2.0;8.31;129.64;6.18;31/05/2025
La Calavera;Junio;19.47;27.7;9.21;37.54;70.03;16.04;0.0;374.05;2.23;10.0;114.27;6.75;01/06/2025
La Calavera;Junio;20.51;29.2;10.47;43.5;73.63;18.72;0.05;350.98;1.63;8.88;157.9;6.2;02/06/2025
La Calavera;Junio;20.33;29.24;9.88;49.8;72.42;22.58;0.0;311.96;1.78;7.82;171.36;5.93;03/06/2025
La Calavera;Junio;20.33;27.88;10.73;57.5;82.64;33.42;0.0;355.44;2.0;9.85;154.99;6.1;04/06/2025
La Calavera;Junio;22.5;30.4;14.54;44.56;82.18;14.61;0.7;319.4;2.8;11.3;292.13;7.22;05/06/2025
La Calavera;Junio;21.04;27.82;12.94;48.88;85.31;20.76;0.0;364.73;2.49;9.33;161.62;6.76;06/06/2025
La Calavera;Junio;21.88;28.76;14.24;51.15;86.12;25.34;0.0;344.74;2.15;9.24;172.5;6.42;07/06/2025
La Calavera;Junio;22.28;27.97;14.3;44.92;69.56;29.71;0.3;270.18;2.25;9.41;80.18;5.69;08/06/2025
La Calavera;Junio;20.1;24.85;15.95;63.92;85.22;42.0;0.6;237.07;2.47;10.38;158.55;4.76;09/06/2025
La Calavera;Junio;21.37;26.88;14.78;53.93;87.49;30.33;0.0;295.56;2.35;9.31;137.96;5.84;10/06/2025
La Calavera;Junio;20.22;27.22;11.74;59.8;85.7;32.38;0.0;340.21;2.33;9.37;137.44;6.09;11/06/2025
La Calavera;Junio;21.6;27.1;14.24;49.44;78.4;25.8;0.0;363.44;3.06;10.42;154.08;7.0;12/06/2025
La Calavera;Junio;22.73;28.04;17.44;44.31;66.32;25.84;0.0;335.55;3.34;12.48;149.96;7.27;13/06/2025
La Calavera;Junio;21.68;27.2;14.89;46.26;72.82;26.14;2.3;356.6;2.79;10.2;177.54;6.8;14/06/2025
La Calavera;Junio;22.02;28.9;14.42;37.14;68.35;19.19;0.0;356.14;2.46;9.46;162.0;7.02;15/06/2025
La Calavera;Junio;21.3;28.68;12.53;43.61;68.43;23.44;0.0;298.65;1.98;8.9;124.8;6.04;16/06/2025
La Calavera;Junio;21.86;30.36;11.22;44.9;74.55;22.32;0.0;357.93;2.12;9.3;147.33;6.84;17/06/2025
La Calavera;Junio;21.41;28.56;12.66;54.37;82.71;29.11;0.0;364.8;2.32;9.59;151.32;6.62;18/06/2025
La Calavera;Junio;23.35;30.48;16.16;56.23;85.31;29.82;0.0;360.14;2.21;9.38;122.32;6.82;19/06/2025
La Calavera;Junio;23.66;30.62;15.62;52.5;80.62;28.96;0.0;326.5;2.17;8.97;158.67;6.6;20/06/2025
La Calavera;Junio;22.87;29.84;16.12;58.06;81.6;35.52;0.0;353.9;2.13;8.7;153.93;6.48;21/06/2025
La Calavera;Junio;24.02;31.82;14.5;53.38;80.29;28.62;0.0;357.18;2.0;8.87;146.14;6.82;22/06/2025
La Calavera;Junio;24.1;31.79;15.08;51.12;82.12;23.96;0.0;358.94;2.3;8.88;88.98;7.2;23/06/2025
La Calavera;Junio;24.24;30.86;15.96;50.3;74.56;27.72;0.0;354.58;2.19;9.4;95.16;6.94;24/06/2025
La Calavera;Junio;24.24;30.38;18.1;54.16;77.74;33.68;0.0;312.65;2.34;8.23;94.12;6.44;25/06/2025
La Calavera;Junio;25.58;32.44;19.1;52.44;75.78;29.55;0.0;330.65;2.07;8.78;99.79;6.87;26/06/2025
La Calavera;Junio;26.07;32.68;19.04;50.08;76.0;29.96;0.0;337.54;2.54;9.2;98.32;7.32;27/06/2025
La Calavera;Junio;26.49;35.2;17.45;40.72;69.74;17.08;0.0;339.42;2.19;10.4;138.87;7.76;28/06/2025
La Calavera;Junio;26.25;35.1;16.18;39.64;62.97;17.29;0.0;357.62;1.98;8.64;131.02;7.68;29/06/2025
La Calavera;Junio;26.55;35.38;15.76;39.52;66.66;17.31;0.0;357.21;2.06;9.14;125.8;7.76;30/06/2025
La Calavera;Julio;26.52;32.8;17.6;40.27;73.84;26.4;0.0;344.42;2.45;9.31;158.84;7.37;01/07/2025
La Calavera;Julio;25.32;32.98;18.37;59.9;80.41;34.78;0.0;291.82;1.82;8.75;133.42;6.12;02/07/2025
La Calavera;Julio;25.54;33.51;15.73;53.16;81.06;23.57;0.0;348.31;2.21;10.75;125.14;7.29;03/07/2025
La Calavera;Julio;25.6;32.4;17.55;56.64;81.04;31.6;0.0;329.58;2.28;10.42;114.18;6.86;04/07/2025
La Calavera;Julio;25.89;32.14;19.87;60.89;81.41;38.82;0.0;336.58;2.15;8.7;141.03;6.72;05/07/2025
La Calavera;Julio;26.39;34.28;18.09;55.08;82.34;23.54;0.0;287.82;2.02;10.1;158.07;6.64;06/07/2025
La Calavera;Julio;27.58;36.19;19.74;42.8;72.79;18.45;0.0;293.91;2.5;10.81;170.9;7.87;07/07/2025
La Calavera;Julio;25.4;32.41;17.5;51.82;79.27;22.62;0.05;294.18;2.01;7.54;162.94;6.38;08/07/2025
La Calavera;Julio;25.38;32.23;17.47;49.6;82.74;23.44;0.0;319.66;2.24;9.64;108.12;6.82;09/07/2025
La Calavera;Julio;25.41;32.46;17.27;48.29;73.43;27.1;1.2;342.79;2.36;9.77;75.88;7.2;10/07/2025
La Calavera;Julio;25.94;33.99;16.05;47.88;73.38;25.89;0.0;343.5;2.07;8.8;123.67;7.2;11/07/2025
La Calavera;Julio;27.0;36.18;18.34;43.69;72.86;18.24;0.0;315.58;1.78;9.85;124.55;7.07;12/07/2025
